timestamp,r_humidity,man_valve_cmd,rchw_temp,sa_temp,ra_temp,rtemp_sp,vlv_cmd
11/03/2022 12:30,51.40629959,100,28.66469574,84.46263885,23.70638466,16,100
11/03/2022 12:40,50.73814392,100,28.74858475,84.05393982,23.75279617,16,100
11/03/2022 12:50,50.22695541,100,29.00308609,84.37091827,23.83876228,16,100
11/03/2022 13:00,49.86605453,100,29.09851456,84.20326233,23.8993721,16,100
11/03/2022 13:10,49.71220016,100,29.09414673,84.16639709,23.91805267,16,100
11/03/2022 13:20,49.20428848,100,29.10582733,84.11103058,23.99964523,16,100
11/03/2022 13:30,48.91653442,100,29.1564312,84.48240662,24.07750511,16,100
11/03/2022 13:40,48.81018829,100,29.3034668,82.03995514,24.1398468,16,100
11/03/2022 13:50,48.53734589,100,29.3974762,81.26531982,24.16150856,16,100
11/03/2022 14:00,48.57004166,100,29.44813728,82.46549225,24.19472694,16,100
11/03/2022 14:10,48.69969559,100,29.50438881,83.75005341,24.18635559,16,100
11/03/2022 14:20,48.65592194,100,29.52607536,83.60311127,24.26386452,16,100
11/03/2022 14:30,48.94712448,100,29.49507141,83.56298828,24.28358841,16,100
11/03/2022 14:40,48.81544876,100,29.50180244,83.53474426,24.29169273,16,100
11/03/2022 14:50,48.80709839,100,23.27781105,80.69678497,24.28421783,16,100
11/03/2022 15:00,49.20286942,100,22.911726,80.73084259,24.04370689,16,100
11/03/2022 15:10,,,,,,,
11/03/2022 15:20,50.33007813,100,22.48243904,83.34746552,23.7907753,16,100
11/03/2022 15:30,50.72764587,100,22.24692917,83.35088348,23.69941902,16,100
11/03/2022 15:40,51.11370087,100,21.96656799,83.3687439,23.66175461,16,100
11/03/2022 15:50,51.38887787,100,21.62384033,83.26475525,23.61403465,16,100
11/03/2022 16:00,51.62409592,100,21.26237106,83.0480423,23.58013916,16,100
11/03/2022 16:10,52.00669098,100,21.11166763,81.04130554,23.52256966,16,100
11/03/2022 16:20,52.28189087,100,20.75992966,81.090065,23.47089958,16,100
11/03/2022 16:30,52.5681076,100,20.38183403,81.04170227,23.43867493,16,100
11/03/2022 16:40,52.67374039,100,20.33600998,81.0681076,23.38879776,16,100
